MID	NAME	ID1	ID2	ID3	PARTY1	PARTY2	PARTY3	PARTY1N	PARTY2N	PARTY3N	GMP12	X12	Y12	CLA12_O	X12_O	Y12_O	GMP22	X22	Y22	CLA22_O	X22_O	Y22_O	GMP32	X32	Y32	CLA32_O	X32_O	Y32_O	DIM1PL	DIM2PL	CLA_PO	X_PO	Y_PO	SCAL7121	SCAL7122	SCAL7111	SCAL7112	SCALE781	SCALE782	SCALE751	SCALE752	SCALE741	SCALE742	SCA7101	SCA7102	SCA7103	SCA731	SCA732	SCA771	SCA772	SCA761	SCA762	SCA791	SCA792	MORICE
757	"Martel L."	436	417		"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"	"Not Seated"	.937	.823	.235	1	.5759568	-.1193424	.798	.75	.402	.948	.384864	.0202851							-.502	-.071	.977	.023	-.502			2	3							2	"not dissident"	0									
758	"Martin G"			392	"Not seated"	"Not seated"	"Radical-Soc."	"Not seated"	"Not Seated"	"Radical"													.748	.494	-.102	.933	-.1129664	-.0208096	.151	-.071	.881	.002	.12																				0	2	0
759	"Martin R"			393	"Not seated"	"Not seated"	"Uff (Poujade)"	"Not seated"	"Not Seated"	"Poujadist"													.929	.927	-.375	1	.1768816	-1.276818	.338	.602	1	.291	.249																						
760	"Martinaud-D"		418		"Not seated"	"Radical-Soc."	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.778	.72	.694	.943	.445056	.339364							-.604	-.012	.89	.007	-.606					3	0																
761	"Martine"	437			"Progressiste"	"Not seated"	"Not seated"	"Other"	"Not Seated"	"Not Seated"	.515	.34	-.44	.797	-.1011816	-.8898792													-.184	-.222	.793	.002	-.057																						
762	"Martineau"	438			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.88	.751	.175	.985	.5500128	-.1634472													-.507	-.062	.982	.05	-.488											2	"dissident"	0									
763	"Marty"	439	419		"Communiste"	"Communiste"	"Not seated"	"Communist"	"Communist"	"Not Seated"	.989	-.87	-.493	1	-1.027382	-.4358592	.847	-.968	-.251	.984	-.990432	-.1770833							.813	-.346	.992	.011	.803																						
764	"Marzin"		420	394	"Not seated"	"Communiste"	"Communiste"	"Not seated"	"Communist"	"Communist"							.965	-.943	-.333	1	-.997728	-.1787281	.991	-.833	-.553	1	-1.208443	-.5009168	.803	-.335	1	.013	.804																						
765	"Masse"			395	"Not seated"	"Not seated"	"Socialiste"	"Not seated"	"Not Seated"	"Socialist"													.952	.276	.961	1	-.022296	.6644208	-.118	-.763	1	.09	-.104																						
766	"Masson"	441	421	396	"Radical-Soc."	"Radical-Soc."	"Radical-Soc."	"Radical"	"Radical"	"Radical"	.783	.396	.578	.943	.3294888	.7316208	.815	.654	.756	.955	.384864	.3399123	.732	.471	.042	.947	-.0936432	.0981024	-.407	.143	.859	.002	-.247					1	0										3	4			0	"favor school aid"	0
767	"Masson A."	440			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.955	-.672	-.392	.997	-.791292	-.363216													.616	-.094	.994	.437	.65																						
768	"Massot"		422		"Not seated"	"Radical-Soc."	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.741	.633	.775	.936	.1824	.212171							-.538	-.299	.895	.03	-.601					1	0																
769	"Maton"	442	423	397	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.991	-.844	-.536	1	-1.208443	-.3879504	.802	-.334	1	.013	.805																						
770	"Maurellet"	443	424		"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"	"Not Seated"	.944	.703	-.711	.979	.4592088	-.8146416	.936	.245	.575	.997	-.627456	.2061404							-.155	-.78	.991	.074	-.136																						
771	"Maurice-Bok"		425	398	"Not seated"	"RPF, URAS, RS"	"Rep. Soc."	"Not seated"	"Gaullist"	"Gaullist"							.837	.623	-.782	.946	.1368	-.2033991	.719	.677	.2	.898	.3730864	.0267552	-.034	.34	.942	.002	-.028							2	1														
772	"Maurice-Pet."	444	426		"Act. Pays Soc."	"Paysan"	"Not seated"	"Right"	"Right"	"Not Seated"	.788	.573	.477	.922	.739404	.1323144													-.561	.214	.934	.012	-.555																						
773	"Mauroux"	445			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.925	.876	.222	.997	.635628	-.12972													-.507	-.064	.99	.065	-.496											1	"not dissident"	0									
774	"Mayer D."	446	427		"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"	"Not Seated"	.911	.714	-.409	.959	.4566144	-.804264	.91	.258	.474	.997	-.561792	.1666667							-.133	-.712	.975	.003	-.21	0	1																				
775	"Mayer R."	447	428		"Radical-Soc."	"Radical-Soc."	"Not seated"	"Radical"	"Radical"	"Not Seated"	.895	.818	.316	.98	.7471872	.1478808	.787	.705	.68	.95	.399456	.2576754							-.595	-.019	.95	.035	-.646																0						
776	"Mayor"			399	"Not seated"	"Not seated"	"Socialiste"	"Not seated"	"Not Seated"	"Socialist"													.914	.314	.893	.993	-.0237824	.6272608	-.133	-.73	.993	.067	-.125																						
777	"Mazel"		429		"Not seated"	"Ind. Paysan"	"Not seated"	"Not seated"	"Right"	"Not Seated"							.775	.826	-.171	.909	.596448	-.0137061							-.555	.525	.915	.037	-.241									0	0												
778	"Mazeuz"			401	"Not seated"	"Not seated"	"Socialiste"	"Not seated"	"Not Seated"	"Socialist"													.955	.281	.96	1	-.0564832	.6644208	-.122	-.795	1	.121	-.07																						
779	"Mazier"	449	430	400	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.951	.69	-.724	.982	.4618032	-.8224248	.944	.242	.582	1	-.663936	.2001096	.955	.281	.96	1	-.0490512	.6525296	-.121	-.796	.995	.014	-.114	0	1																				
780	"Mazuez"	450	431		"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"	"Not Seated"	.933	.663	-.748	.978	.4592088	-.8250192	.929	.255	.616	.994	-.627456	.2061404							-.155	-.78	.988	.072	-.136	0	2																				
781	"Mbida"			402	"Not seated"	"Not seated"	"Non Inscrit"	"Not seated"	"Not Seated"	"Non-Affiliated"													.867	.451	.893	.958	-.0237824	.6272608	-.133	-.73	.958	.09	-.142																						
782	"Mcch"			421	"Not seated"	"Not seated"	"Socialiste"	"Not seated"	"Not Seated"	"Socialist"													.944	.365	.931	1	0	.5767232	-.147	-.719	1	.096	-.106																						
783	"Mchaigne"			405	"Not seated"	"Not seated"	"MRP"	"Not seated"	"Not Seated"	"Christian Democrat"													.905	.624	.75	.972	.3017392	.274984	-.531	-.05	.979	.028	-.51																						
784	"Meck"	451	432	403	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.933	.839	.214	.997	.5811456	-.1634472	.75	.746	.418	.941	.386688	.029057	.93	.655	.756	1	.2794432	.245256	-.518	-.032	.972	.023	-.506			0	3							2	"not dissident"	0									
785	"Medecin"	452	433	404	"UDSR"	"Radical-Soc."	"Rad. (Faure)"	"Radical"	"Radical"	"Radical"	.815	.405	.493	.936	.3398664	.6771384	.765	.714	.378	.906	.393984	.1332237	.751	.705	.279	.913	.549968	.0639152	-.437	.154	.918	.005	-.43					3	2										1	4					
786	"Mehaignerie"	453	434		"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"	"Not Seated"	.916	.777	.436	.985	.5941176	0	.825	.766	.422	.969	.384864	.0202851							-.498	-.036	.974	.015	-.49			3	3							2	"not dissident"	1									
787	"Mekki"	454	435		"Musul, Ind."	"Radical-Soc."	"Not seated"	"Radical"	"Radical"	"Not Seated"	.802	.614	.095	.925	.5136912	.207552	.79	.689	.655	.946	.397632	.2900219							-.519	.042	.923	.017	-.874																0	0					
788	"Mendes-Fr."	455	436	406	"Radical-Soc."	"Radical-Soc."	"Radical-Soc."	"Radical"	"Radical"	"Radical"	.654	.438	.153	.881	.5526072	.557796	.722	.606	.795	.913	.151392	.2160088	.746	.406	-.118	.94	-.1308032	.0044592	-.559	-.363	.821	.02	-.599					0	0										0	1			0	"favor school aid"	0
789	"Menthon"	456	437	407	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.942	.85	.2	1	.5759568	-.168636	.803	.752	.418	.954	.384864	.0202851	.874	.585	.648	.965	.2957936	.282416	-.516	-.077	.978	.021	-.503			1	3							2	"not dissident"	0									
790	"Mercier A-F"	458	439	409	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.919	.817	.228	.994	.5811456	-.1634472	.762	.77	.37	.927	.384864	.0202851	.914	.615	.749	.98	.3136304	.252688	-.519	-.089	.968	.015	-.516			2	3							2	"not dissident"	0									
791	"Mercier A."	457	438	408	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.969	-.672	-.521	.997	-.856152	-.5085024	.931	-.946	-.325	.994	-.990432	-.1770833	.992	-.845	-.535	1	-1.208443	-.3879504	.811	-.342	.996	.011	.803																						
792	"Mercier M."		440		"Not seated"	"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"							.713	.792	.049	.888	.596448	.033443							-.134	.563	.846	.026	-.169				1												0	0					
793	"Merle"			411	"Not seated"	"Not seated"	"Communiste"	"Not seated"	"Not Seated"	"Communist"													.992	-.845	-.535	1	-1.208443	-.3879504	.766	0	1	.253	.826																						
794	"Metayer"	459	441	412	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.929	.716	-.48	.991	.5136912	-.6330336	.946	.244	.64	1	-.663936	.216557	.903	.459	.706	.98	.2853888	1.001834	-.172	-.684	.991	.004	-.156	0	2																				
795	"Mety"	460			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.991	-.78	-.622	1	-.7497816	-.2905728													.324	.208	1	.501	.341																						
796	"Meunier J."		442	413	"Not seated"	"Socialiste"	"Not seated"	"Not seated"	"Socialist"	"Not Seated"							.946	.242	.598	1	-.663936	.2044956	.921	.448	.894	1	.0386464	.6049648	-.21	-.768	.998	.002	-.192	1	1																				
797	"Meunier P."	462	443	414	"Progressiste"	"Progressiste"	"Not seated"	"Other"	"Other"	"Not Seated"	.944	-.575	-.738	.988	-.856152	-.5085024	.968	-.681	-.555	.997	-1.034208	-.1765351	.982	-.741	-.672	.993	-.5841552	-.327008	.804	-.335	.993	.002	.795																						
798	"Mezerna"	463			"Non Inscrit"	"Not seated"	"Not seated"	"Non-Affiliated"	"Not Seated"	"Not Seated"	.828	-.31	-.951	.955	-.8094528	-.6771384													.614	-.371	.97	.501	.439																						
799	"Michaud"	464	444	415	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.944	.849	.248	1	.5759568	0	.804	.757	.399	.96	.384864	.0202851	.909	.618	.745	.979	.3017392	.274984	-.511	-.047	.98	.023	-.502			2	3							2	"not dissident"	1									
800	"Michaut"	465	445		"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592													.629	0	1	.458	.654																						
801	"Michel"	466		416	"Communiste"	"Not seated"	"Communiste"	"Communist"	"Not Seated"	"Communist"	.989	-.86	-.51	1	-1.027382	-.4358592							.991	-.846	-.533	1	-1.208443	-.5009168	.766	0	1	.34	.828																						
802	"Michelet"	467			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.81	.175	.712	.974	-.1919856	1.175263													-.069	.518	.959	.019	-.088											2	"not dissident"	0									
803	"Midol"	468	446	417	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.991	-.837	-.547	1	-1.208443	-.3879504	.802	-.334	1	.014	.805																						
804	"Mignot"		447	418	"Not seated"	"RPF, URAS, RS"	"IPAS"	"Not seated"	"Gaullist"	"Right"							.802	.784	-.621	.957	.456	-.2966009	.81	.879	.087	.97	.4637568	-.3284944	-.086	.542	.947	.007	-.087																						
805	"Milcent"	469			"UDSR"	"Not seated"	"Not seated"	"Radical"	"Not Seated"	"Not Seated"	.807	.185	.934	1	-.207552	1.307578													-.032	.382	1	.198	-.027																	4					
806	"Minjoz"	470	448	419	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.937	.667	-.711	.979	.4592088	-.8146416	.945	.246	.626	1	-.663936	.216557	.906	.455	.881	.98	.3076848	1.132637	-.163	-.788	.99	.029	-.141	1	2																				
807	"Mitterrand"	471	449	420	"UDSR"	"UDSR"	"UDSR"	"Radical"	"Radical"	"Radical"	.882	.757	.195	.98	.687516	-.038916	.757	.592	.51	.939	.076608	.1595395	.766	.401	.126	.954	-.0981024	.1367488	-.523	-.309	.922	.006	-.409					0	0										0	0			0	"favor school aid"	0
808	"Mo-nt"	479			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.921	.768	.229	.994	.5500128	-.1634472													-.481	-.068	.991	.05	-.488											2	"not dissident"	0									
809	"Moatti"		450		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.807	.663	-.748	.927	.213408	-.2275219							-.037	.337	.908	.013	-.018							1															
810	"Moch"	472	451		"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"	"Not Seated"	.904	.781	-.19	.984	.51888	-.5915232	.921	.253	.528	.991	-.65664	.2033991							-.184	-.633	.981	.019	-.219	1	1																				
811	"Moisan"	473	452	422	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.928	.817	.209	.997	.5811456	-.1634472	.803	.752	.414	.953	.384864	.0202851	.886	.614	.738	.974	.3061984	.2660656	-.501	-.06	.979	.022	-.502			1	2							2	"not dissident"	0									
812	"Mokhtari"	474			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.984	-.703	-.712	.996	-.8457744	-.1063704													.306	.029	.996	.501	.305																						
813	"Molinatti"		453		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.811	.671	-.605	.93	.24624	-.1387061							-.051	.348	.947	.015	-.05							2	3														
814	"Mollet"	475	454		"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"	"Not Seated"	.917	.708	-.468	.988	.5136912	-.6330336	.946	.244	.64	1	-.663936	.216557							-.172	-.688	.995	.004	-.156	1	2																				
815	"Mondon"	476	455	424	"UDSR"	"RPF, URAS, RS"	"IPAS"	"Radical"	"Gaullist"	"Right"	.803	.189	.756	.972	-.1893912	1.400976	.764	.7	-.455	.879	.302784	-.129386	.854	.834	.199	.979	.5618592	-.1679632	-.064	.401	.94	.003	-.06																3	4	1	1			
816	"Mondon R"			425	"Not seated"	"Not seated"	"Communiste"	"Not seated"	"Not Seated"	"Communist"													.99	-.844	-.537	1	-1.208443	-.26012	.766	0	1	.262	.825																						
817	"Monin"	477	456	426	"Rep. Dem. Soc."	"Ind. Paysan"	"Paysan"	"Right"	"Right"	"Right"	.754	.295	.638	.951	.1790136	1.242718	.768	.763	.066	.915	1.087104	.0745614	.674	.81	-.083	.892	.4488928	-.2957936	-.287	.381	.902	.004	-.282									0	1				1	4							
818	"Monjaret"	478			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.927	.831	.232	.988	.5811456	-.1634472													-.481	-.068	.985	.065	-.496											2	"not dissident"	0									
819	"Monnervi"			427	"Not seated"	"Not seated"	"Socialiste"	"Not seated"	"Not Seated"	"Socialist"													.962	.246	.969	1	-.0178368	.6213152	-.147	-.719	1	.121	-.081																						
820	"Monnier"			428	"Not seated"	"Not seated"	"Uff (Poujade)"	"Not seated"	"Not Seated"	"Poujadist"													.945	.827	-.562	1	.1248576	-1.022643	.21	.524	.993	.002	.245																						
821	"Monsabert"		457		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.85	.653	-.758	.938	.217056	-.180921							-.016	.363	.941	.011	-.006							4	1														
822	"Montagnicr"	480			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.983	-.751	-.661	1	-.9391728	-.7705368													.616	-.094	.997	.442	.65																						
823	"Montalat"		458	429	"Not seated"	"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"							.928	.245	.505	.994	-.590976	.1699561	.919	.371	.929	.994	.0044592	.5930736	-.161	-.713	.994	.059	-.168																						
824	"Monteil"	481	459	430	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.916	.839	.187	.994	.6382224	-.2309016	.745	.687	.398	.91	.368448	.0663377	.911	.627	.772	.979	.312144	.2556608	-.523	-.098	.966	.002	-.511			1	0							2	"not dissident"	0									
825	"Montel E."		460	431	"Not seated"	"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"							.914	.256	.542	.988	-.55632	.1748904	.954	.274	.962	1	-.0490512	.6525296	-.117	-.834	.994	.013	-.116																						
826	"Montel P"	482	461	432	"Not seated"	"Rep. Indep."	"IPAS"	"Not seated"	"Right"	"Right"	.805	.337	.766	.986	.2231184	1.245312	.772	.842	.312	.941	.687648	.0422149	.848	.939	-.147	.982	.5901008	-.535104	-.327	.409	.934	.002	-.364									3	0				3	0			4	1			
827	"Montgolfier"		462		"Not seated"	"Ind. Paysan"	"Not seated"	"Not seated"	"Right"	"Not Seated"							.876	.892	-.004	.967	.81168	.0279605							-.557	.501	.974	.084	-.447									2	0												
828	"Montillot"	483	463		"PRL"	"RPF, URAS, RS"	"Not seated"	"Right"	"Right"	"Not Seated"	.825	.204	.979	.992	.0181608	1.699332	.763	.78	-.625	.91	.725952	-.3930921							-.144	.518	.935	.049	-.256									1	0				3	4							
829	"Montjou"		464		"Not seated"	"Non Inscrit"	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.786	.787	.267	.931	1.539456	.0383772							-.728	.155	.934	.032	-.76					3	0																
830	"Moquet"	484			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592													.587	0	1	.46	.654																						
831	"Mora"	485	465	433	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.992	-.843	-.539	1	-1.208443	-.3879504	.802	-.334	1	.013	.805																						
832	"Morand"	486			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.87	-.493	1	-1.027382	-.4358592													.587	0	1	.458	.654																						
833	"Moreve"		466	434	"Not seated"	"Radical-Soc."	"Radical-Soc."	"Not seated"	"Radical"	"Radical"							.726	.617	.762	.909	.184224	.212171	.821	.606	.295	.949	.0654016	.1962048	-.538	-.28	.884	.002	-.468					2	0															2	1
834	"Morice"	487	467	435	"Radical-Soc."	"Radical-Soc."	"Radical-Soc."	"Radical"	"Radical"	"Radical"	.883	.78	.165	.971	.739404	.1323144	.829	.742	.671	.943	.42864	.2489035	.788	.594	.308	.938	.0564832	.2021504	-.599	-.018	.941	.006	-.583					3	0										0	0				"favor school aid"	1
835	"Moro-Giaf."	488	468		"Radical-Soc."	"Radical-Soc."	"Not seated"	"Radical"	"Radical"	"Not Seated"	.812	.601	.095	.959	.5292576	.3995376	.755	.625	.78	.925	.184224	.2176535							-.563	-.335	.905	.019	-.586					1	0										0	0					
836	"Mouchet"	489	469		"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"	"Not Seated"	.906	.783	.209	.991	.5811456	-.1634472	.783	.756	.433	.946	.384864	.0202851							-.516	-.077	.969	.032	-.503			1	3							2	"dissident"	0									
837	"Moussu"	490			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.887	.83	.376	.979	.6460056	-.090804													-.494	-.045	.973	.067	-.496											2	"not dissident"	1									
838	"Moustier"	491	470	437	"PRL"	"Rep. Indep."	"IPAS"	"Right"	"Right"	"Right"	.743	.381	.751	.947	.285384	1.351682	.849	.793	.3	.962	.6384	.0992325	.753	.765	.142	.934	.4860528	-.1962048	-.339	.289	.932	.005	-.34									0	0				1	0			2	1			
839	"Moutet"	492			"Not seated"	"Not seated"	"Not seated"	"Not seated"	"Not Seated"	"Not Seated"																																													
840	"Mouton"	493	471	438	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.991	-.844	-.536	1	-1.208443	-.3879504	.802	-.334	1	.014	.805																						
841	"Moynet"	494	472	439	"Rep. Dem. Soc."	"Rep. Indep."	"IPAS"	"Right"	"Right"	"Right"	.773	.304	.816	.941	.0492936	1.315361	.81	.798	-.026	.93	1.0032	.0575658	.841	.938	-.011	.97	.549968	-.3834912	-.251	.43	.94	.002	-.25									0	1				1	4			3	2			
